id,name,price,vat_rate,category,organization_id
2815,Kar.burizony 150g   ,2.29,20.0,snacks/sweet,2
2816,K.Biely jogurt500g  ,0.85,10.0,dairy/joghurts,2
2817,Čabaj.klobása 250g  ,3.49,20.0,meat/smoked,2
2818,K.Tvaroh polotu 250g,0.79,20.0,dairy/cheese,2
2819,ZLT MletéBravHov1kg ,6.98,10.0,meat/meat,2
2820,Smotana 33% 180ml   ,0.95,20.0,dairy/cream,2
2821,Milsy jog. čoko145g ,0.3899999999999999,10.0,dairy/joghurts,2
2822,Bageta 300g,2.2,20.0,pastry/basic,145
2823,Syr oliva bageta 220g,2.2,20.0,dairy/cheese,145
2824,Tyčnky líst.ces 200g,2.99,20.0,home/office,56
2825,Čučoriedky 125g     ,2.39,20.0,fruits-veg/fruit,56
2826,Mandarínky          ,3.694736842105263,20.0,fruits-veg/fruit,56
2827,Maková brioška 100g,2.0,20.0,pastry/sweet,145
2828,Ražno-pšeničný kváskový chlieb 600g,3.3,20.0,pastry/basic,145
2829,Minerál.voda sýt.   ,0.5499999999999999,20.0,drinks/mineral-water,3
2830,Záloh. fľaša plast  ,0.15,0.0,dairy/cheese,3
2831,"Biely jogurt 3,7%   ",0.77,10.0,dairy/joghurts,3
2832,Cottage light       ,0.79,20.0,dairy/cheese,3
2833,Treska Exklusiv     ,1.29,20.0,meat/fish,3
2834,Banány              ,1.686746987951807,20.0,fruits-veg/fruit,3
2835,Cibuľa              ,1.6883116883116882,10.0,fruits-veg/vegetable,3
2836,"Rožok bez ""E"" - DA  ",0.13,10.0,pastry/basic,3
2837,Schogetten-nugát    ,0.85,20.0,dairy/cheese,3
2838,Schog.-Caramel Br.  ,0.85,20.0,basic/tea-coffee-soups,3
2839,Schoget.-tm.s orie  ,0.85,20.0,drugstore/hygiene,3
2840,Karička-tavený syr  ,1.59,20.0,basic/spread,3
2841,Kráľovská horčica   ,1.09,20.0,basic/sauces,3
2842,Červ.jablká 1kg     ,1.59,10.0,fruits-veg/vegetable,3
2843,Tavený syr črievko  ,1.59,20.0,dairy/cheese,3
2844,Kaiserka cereálna   ,0.16,20.0,pastry/basic,3
2845,"Rožok bez ""E"" - DA  ",0.13,10.0,pastry/basic,3
2846,Banány              ,0.9642857142857144,20.0,fruits-veg/fruit,3
2847,"Blue Mauritius Gold 0,7l 40%",42.9,20.0,drinks/alcohol,146
2848,"Hubert De Luxe 0,75l 7%",5.9,20.0,drinks/wine,146
2849,Osobný odber,0.0,20.0,other,146
2850,Papierová taška malá,0.69,20.0,home/bags,56
2851,Frosch Aviváž       ,3.49,20.0,home/laundry,56
2852,BIO zemiaky batáty  ,5.000000000000001,10.0,fruits-veg/vegetable,56
2853,BIO Kaleráb         ,1.79,10.0,fruits-veg/vegetable,56
2854,Creme boule Love    ,1.29,20.0,snacks/sweet,56
2855,Matylda čok. 125g   ,1.09,20.0,dairy/joghurts,56
2856,CHOCO srdiečka 80g  ,7.99,20.0,home/accessories,56
2857,Pravá šunka špec.98%,26.89873417721519,20.0,meat/meat-products,56
2858,Uhorky Beesan       ,7.010869565217392,10.0,fruits-veg/vegetable,56
2859,Losos filet s kožou ,39.90825688073394,20.0,meat/fish,56
2860,Himalaya ZP s klinčekom 100             ,2.95,20.0,meat/meat-products,16
2861,"Vöslauer pom. 1l+0,15zaloh              ",1.35,20.0,baby/supplies-hygiene,16
2862,Detská kúp.soľ 1200g                    ,3.95,20.0,baby/supplies-hygiene,16
2863,"Denkmit WC blok man/kok.,2x             ",1.45,20.0,home/cleaning,16
2864,"PURE&FUN 0,33l + 0,15€ zálo             ",1.55,20.0,home/maintenence,16
2865,Hami Frozen jab-jah 110g                ,1.45,20.0,baby/food,16
2866,Kolatch tuba pistácia 45g               ,2.45,20.0,home/office,16
2867,Essence i love maskara                  ,2.95,20.0,drugstore/beauty,16
2868,ess rúž na pery                         ,3.25,20.0,home/office,16
2869,"Denkmit vlh.utier.monitor,2             ",1.95,20.0,home/maintenence,16
2870,dmBio čoko praclíky bezgl.              ,2.95,20.0,baby/food,16
2871,§ Vratný obal plný PET/ALU              ,0.15,0.0,drugstore/beauty,16
2872,Prosecco DOC Friz.  ,3.49,20.0,basic/pasta,3
2873,Zľava Lidl Plus     ,-3.0,20.0,home/plants-garden,3
2874,Avokádo             ,1.69,20.0,fruits-veg/fruit,3
2875,Zľava Lidl Plus     ,-1.4,20.0,home/plants-garden,3
2876,Červené pomelo      ,2.69,20.0,fruits-veg/fruit,3
2877,Zľava Lidl Plus     ,-0.7,20.0,home/plants-garden,3
2878,Kuch. utierky XXL   ,4.99,20.0,home/maintenence,3
2879,393064 Drev. mapa   ,9.99,20.0,free-time/books-news-magazines,3
2880,Sušienky s kakaom   ,1.99,20.0,snacks/sweet,3
2881,Sušienky s náplňou  ,1.49,20.0,snacks/sweet,3
2882,Fusilli cestoviny   ,1.99,20.0,basic/pasta,3
2883,Kytica tulipánov    ,6.99,20.0,home/plants-garden,3
2884,Tvaroh jemný hrud.  ,0.99,20.0,dairy/cheese,3
2885,Syr Cheddar         ,2.99,20.0,dairy/cheese,3
2886,Jablká Jonagold     ,1.2874251497005988,10.0,fruits-veg/fruit,3
2887,Rib Eye Steak       ,19.905303030303028,10.0,pastry/other,3
2888,Rump Steak          ,16.907216494845358,10.0,snacks/salty,3
2889,Roastbeef Steak     ,19.892473118279568,10.0,drinks/alcohol,3
2890,Roastbeef Steak     ,19.89690721649485,10.0,drinks/alcohol,3
2891,Maslové sušienky    ,4.99,20.0,snacks/sweet,3
2892,Pomaranče           ,2.1908315565031984,20.0,fruits-veg/fruit,3
2893,Pomaranče Premium   ,2.6892109500805152,20.0,fruits-veg/fruit,3
2894,"Birnen, Conference  ",1.995249406175772,10.0,drinks/beer,3
2895,Paprika mix         ,2.49,10.0,fruits-veg/vegetable,3
2896,Bio javorový sirup  ,5.99,20.0,basic/flavoring,3
2897,Tvaroh roztierat.   ,1.09,20.0,dairy/cheese,3
2898,Lieskovoor. nát.    ,2.99,20.0,basic/spread,3
2899,Para.omáčk+bazalka  ,1.39,20.0,basic/sauces,3
2900,Par. om. Calabrese  ,1.29,20.0,basic/sauces,3
2901,Červ.šošovica       ,1.19,20.0,basic/wheat-legumes,3
2902,436809 Drž./adapté  ,2.49,20.0,basic/baking,3
2903,442245 Prís.brúska  ,3.99,20.0,meat/meat,3
2904,Ementál bloček      ,4.29,20.0,snacks/sweet,3
2905,Mascarpone Gorgonz  ,2.49,20.0,basic/baking,3
2906,Pesto 190g          ,1.19,20.0,basic/sauces,3
2907,Mozzarella na piz.  ,2.39,20.0,dairy/cheese,3
2908,Šalátové srdiečka   ,0.99,10.0,fruits-veg/vegetable,3
2909,#Danone Kostíci Barví,0.79,10.0,drinks/beer,124
2910,RISO Jahôdka 250g,1.39,20.0,basic/jams-marmelade-honey,124
2911,Makky tvaroh 250g,0.97,20.0,dairy/cheese,124
2912,Tvaroh tučný 250g fó,1.09,20.0,dairy/cheese,124
2913,TERKA piškóty 250g,1.19,20.0,snacks/sweet,124
2914,#Smot.na varen.,0.79,20.0,dairy/cream,124
2915,Banány voľné,1.7877094972067038,20.0,fruits-veg/fruit,124
2916,Uhorka šalátová kus,0.99,10.0,fruits-veg/vegetable,124
2917,Cibuľa žltá voľná,1.6932907348242812,10.0,fruits-veg/vegetable,124
2918,Zemiaky Paradiso/Spe,1.2881562881562882,10.0,fruits-veg/vegetable,124
2919,"ebelin kozmetické utier., 2             ",1.45,20.0,home/maintenence,16
2920,SQ náplasti 20ks                        ,2.55,10.0,health/medical-supplies,16
2921,dmBio chr.musli s bob.ov.               ,3.45,20.0,basic/morning,16
2922,dmBio Det.špal.pizza tyč.80             ,1.45,20.0,frozen/instant,16
2923,Balea tek.mydlo 850ml magn.             ,0.95,20.0,drugstore/beauty,16
2924,Hami Disney Cars kaps jabl              ,1.45,20.0,baby/food,16
2925,"Balea balz.pery 4,8g med/ďa             ",0.95,20.0,home/decorations,16
2926,dmBio Ovoc. tyč. jab-hroz 2             ,0.7,20.0,baby/food,16
2927,Dove SG w Antistress 250ml              ,2.95,20.0,drugstore/hygiene,16
2928,Elmex detska ZP 50ml                    ,3.75,20.0,drugstore/dental,16
2929,"babylove umývací gél, 500 m             ",2.95,20.0,baby/supplies-hygiene,16
2930,Curaprox Kids ZK 3ks                    ,12.95,20.0,drugstore/dental,16
2931,Dove deo sprej 150ml                    ,3.95,20.0,drugstore/hygiene,16
2932,Pantene šampon 400ml                    ,4.45,20.0,drugstore/hygiene,16
2933,Old spice sg original 400ml             ,3.95,20.0,drinks/alcohol,16
2934,Dixi sampon 250ml                       ,1.95,20.0,drugstore/hygiene,16
2935,Balea tek.mydlo náhr.náp.50             ,0.75,20.0,drugstore/beauty,16
2936,"ebelin vat. tyčinky, 200ks              ",1.55,20.0,drugstore/hygiene,16
2937,"SauBär umývacia pena, 250ml             ",1.95,20.0,baby/supplies-hygiene,16
2938,S&S KU recyc.3-vrst. 8x140              ,4.25,20.0,home/maintenence,16
2939,Balea sprch.gél Glücks. 300             ,0.85,20.0,drugstore/beauty,16
2940,Hami Daisy ban. jablko 6M 1             ,1.45,20.0,baby/food,16
2941,Petržlen voľný SF   ,2.9867256637168142,20.0,fruits-veg/vegetable,1
2942,"BIRELL NEALKO 0,5l  ",1.09,20.0,drinks/beer,1
2943,Citróny voľné       ,1.4906303236797276,20.0,fruits-veg/fruit,1
2944,JM Doľany tramín č  ,3.99,20.0,home/office,1
2945, ZĽAVA PRE ČLENA                        ,-1.0,20.0,home/accessories,1
2946,Karfiol kus         ,1.99,10.0,fruits-veg/vegetable,1
2947,"BUDIŠ J.P.1,5l      ",0.55,20.0,drinks/non-alcoholic,1
2948,mlieko čerst.polot  ,1.49,10.0,dairy/milk,1
2949,Jablká Pink Lady    ,2.992424242424242,10.0,fruits-veg/fruit,1
2950, ZĽAVA PRE ČLENA        0.01            ,-1.27,10.0,home/accessories,1
2951,CLEVER mrkva 1kg    ,1.29,20.0,fruits-veg/vegetable,1
2952,BILLA EMMENT.250g   ,2.09,20.0,home/maintenence,1
2953,Kapusta čer.voľná   ,1.4912280701754388,10.0,fruits-veg/vegetable,1
2954,Zemiaky 2kg B       ,2.69,10.0,fruits-veg/vegetable,1
2955,BRAV.STEHNO         ,4.191616766467066,10.0,meat/meat,1
2956,Husacia paštéta     ,2.65,20.0,basic/spread,1
2957, ZĽAVA PRE ČLENA                        ,-0.56,20.0,home/accessories,1
2958,KR.PARADAJKY 425ml  ,1.29,20.0,fruits-veg/vegetable,1
2959,Moravské mäso       ,19.90625,20.0,meat/meat,1
2960, ZĽAVA PRE ČLENA        0.01            ,-2.88,20.0,home/accessories,1
2961,Kačacia paštéta     ,2.39,20.0,basic/spread,1
2962, ZĽAVA PRE ČLENA                        ,-0.4,20.0,home/accessories,1
2963,Billa vajcia 10/L   ,2.39,20.0,dairy/eggs,1
2964,VAN.CUKOR 5-BAL     ,0.85,20.0,basic/sugar-flour-rice,1
2965,Parad.pretl.140g    ,0.79,20.0,fruits-veg/vegetable,1
2966,Mor.del.veggie400g  ,1.49,20.0,basic/soy-products,1
2967,Hummus orient.200g  ,2.39,20.0,snacks/sweet,1
2968,SMOT.KYS.RAJO 250   ,1.39,10.0,dairy/cream,1
2969, ZĽAVA PRE ČLENA                        ,-0.6,10.0,home/accessories,1
2970,Žuv.Airwaves 64g    ,2.89,20.0,home/maintenence,1
2971,Lotus pom.400g      ,5.39,20.0,health/vitamins-ointments,1
2972,Pšeničná múka hladká špeciál 00-extra T512,0.79,20.0,basic/sugar-flour-rice,124
2973,DR.ENSA Mak mletý 10,1.99,20.0,fruits-veg/dried-nuts,124
2974,TERKA Kuchynské utierky 2ks,1.19,20.0,home/cleaning,124
2975,Vajcia zlaté M/10,2.09,20.0,dairy/eggs,124
2976,#Syr Karicka 100g,1.09,20.0,dairy/cheese,124
2977,EVO Diesel,1.605,20.0,auto/fuel,4
2978,Lavazza káva 250g   ,5.29,20.0,basic/tea-coffee-soups,1
2979,ČAJ TEEK.ROOIB.VAN  ,1.29,20.0,basic/tea-coffee-soups,1
2980,Pressb.Irš. Oliver  ,4.19,20.0,snacks/salty,1
2981,Kukur.s chilli 30g  ,0.59,20.0,basic/instant,1
2982,suš.knoppers 3pack  ,1.29,20.0,snacks/sweet,1
2983,Dup.par.byl.70g     ,0.79,20.0,home/maintenence,1
2984,Gris.rol.sez.90g    ,0.89,20.0,home/accessories,1
2985,Lotus suš.124g      ,1.19,20.0,snacks/sweet,1
2986,ARAŠ.WASA.LOR.100g  ,2.69,20.0,snacks/sweet,1
2987,GLADE SVIECKA       ,5.19,20.0,home/decorations,1
2988,KUPÓN 20% ZĽAVA     ,0.0,0.0,other,1
2989,"Mango,pomar.karot.  ",2.99,10.0,basic/canned-fruits-vegetable,1
2990, Nálepka 20% zľava      20%             ,-0.6,10.0,home/accessories,1
2991,ČOK.MERCI MLI.250g  ,3.59,20.0,dairy/milk,1
2992,Hyacint cib.        ,2.99,20.0,drugstore/hygiene,1
2993,Obl.HORALKY 50g     ,0.49,20.0,snacks/sweet,1
2994,LÍZANKA KRTKO 10g   ,0.29,20.0,basic/baking,1
2995,PRÁŠKOVÝ CUKOR 1kg  ,1.79,20.0,basic/sugar-flour-rice,1
2996,SET POHAROV 6KS     ,1.1,20.0,home/accessories,1
2997,Princezky suš. 80g  ,0.89,20.0,home/maintenence,56
2998,"Coca Cola 0,5l      ",1.39,20.0,drinks/non-alcoholic,56
2999,Zálohovaná PET fľaša,0.15,0.0,dairy/cheese,56
3000,HRACH PROGRESS 9SEMO 1097,1.1,20.0,drinks/non-alcoholic,147
3001,REDKOVKA ALBAVILMORIN 668,0.85,20.0,fruits-veg/vegetable,147
3002,REĎKOVKA DUOSEMO 3401,0.9,20.0,fruits-veg/vegetable,147
3003,REDKOVKA KVARTASEMO 3411,1.1,20.0,dairy/cheese,147
3004,Zmes pre vonkajšie vtáctvo1kg Vita Garden,5.6,20.0,home/maintenence,147
3005,Barilla špag.500g   ,2.19,20.0,basic/pasta,1
3006,Spaghettini 500g    ,2.19,20.0,frozen/instant,1
3007, ZĽAVA MULTI                            ,-0.9,20.0,home/maintenence,1
3008,Barilla penne 500g  ,2.19,20.0,home/maintenence,1
3009,Barilla Fus.500g    ,2.19,20.0,basic/pasta,1
3010,BAMBINO 100G        ,1.65,20.0,pastry/salty,1
3011, ZĽAVA PRE ČLENA                        ,-0.36,20.0,pastry/sweet,1
3012,Giana sln.olej 1l   ,1.19,20.0,basic/canned-fish,1
3013,TP VELVET WIN. 8KS  ,4.69,20.0,basic/tea-coffee-soups,1
3014,Hubert de Luxe      ,4.49,20.0,eating,3
3015,Zľava Lidl Plus     ,-0.3,20.0,home/plants-garden,3
3016,"Bravč.stehno,orech  ",4.992211838006231,10.0,meat/meat,3
3017,Zľava Lidl Plus     ,-0.22,10.0,home/plants-garden,3
3018,Krmivo pre psov     ,2.39,20.0,drinks/beer,3
3019,Kurča a 2 štvrte    ,2.2916666666666665,10.0,meat/meat,3
3020,Protein Puding      ,2.29,20.0,snacks/sweet,3
3021,Mleté bravč. mäso   ,4.19,10.0,meat/meat,3
3022,Iršai Oliver        ,3.99,20.0,dairy/cheese,3
3023,Biele hrozno 500g   ,1.89,20.0,fruits-veg/fruit,3
3024,Smíšek Vanilka      ,0.79,20.0,pastry/sweet,3
3025,Tuniak kúsky vl.šť  ,1.79,20.0,basic/canned-fish,3
3026,Sušené paradajky    ,1.79,20.0,fruits-veg/vegetable,3
3027,435115 De kniha     ,2.79,10.0,free-time/books-news-magazines,3
3028,Údený losos 100g    ,2.79,20.0,meat/fish,3
3029,DRU tyčinky         ,1.49,20.0,snacks/salty,3
3030,Kivi 1kg kôš        ,3.49,20.0,fruits-veg/fruit,3
3031,Zemiaky nesk.2kgB   ,2.69,10.0,fruits-veg/vegetable,3
3032,Kuracie krídla      ,2.4923391215526047,10.0,meat/meat,3
3033,Med-mas. vianočka   ,2.59,20.0,pastry/sweet,3
3034,Mrkva s vňaťou      ,1.29,20.0,fruits-veg/vegetable,3
3035,Červ.paprika 500g   ,2.69,10.0,fruits-veg/vegetable,3
3036,Čierne olivy        ,1.15,20.0,basic/canned-fruits-vegetable,3
3037,Parenica údená110g  ,1.19,20.0,dairy/cheese,3
3038,Bio Brokolica 500g  ,2.19,10.0,fruits-veg/vegetable,3
3039,Mozzarella strúh.   ,1.99,20.0,dairy/cheese,3
3040,Polomäkký zrej.syr  ,1.99,20.0,dairy/cheese,3
3041,Uhorky šalátové     ,0.99,10.0,fruits-veg/vegetable,3
3042,Jablká Evelina      ,1.5884194053208136,10.0,fruits-veg/fruit,3
3043,Fazuľ. struky celé  ,1.59,20.0,frozen/fruit-vegetable,3
3044,Vanilkový cukor     ,0.31,20.0,basic/sugar-flour-rice,3
3045,Prot.pud. Čokoláda  ,0.99,20.0,snacks/sweet,3
3046,Jablková šťava      ,1.69,10.0,drinks/juice,3
3047,Chlieb viaczrnný    ,1.79,20.0,pastry/basic,3
3048,Stopkový zeler      ,1.59,10.0,fruits-veg/vegetable,3
3049,Kel                 ,1.791497975708502,10.0,fruits-veg/vegetable,3
3050,Šunka štandard      ,1.49,20.0,meat/meat-products,3
3051,Kečup jemný         ,1.49,20.0,basic/sauces,3
3052,Zemiakový škrob     ,1.29,20.0,meat/deli,3
3053,Kyslá kapusta       ,1.29,20.0,dairy/cream,3
3054,Hummus cibuľka      ,1.29,20.0,basic/spread,3
3055,Jahodový kompót     ,1.49,20.0,dairy/joghurts,3
3056,Čer.repa cibul.     ,1.49,20.0,fruits-veg/vegetable,3
3057,Arašidy-chilli      ,1.29,20.0,dairy/cheese,3
3058,Arašidy wasabi      ,1.29,20.0,fruits-veg/dried-nuts,3
3059,Mladý špenát 125g   ,1.29,10.0,fruits-veg/vegetable,3
3060,Pažítka             ,1.49,10.0,fruits-veg/vegetable,3
3061,Ovko jabl.bez cuk.  ,0.65,20.0,baby/food,3
3062,Zľava Lidl Plus     ,-0.04,20.0,home/plants-garden,3
3063,Tatran krájaný      ,1.19,20.0,dairy/cheese,3
3064,Babičkin j. jahoda  ,0.49,10.0,dairy/joghurts,3
3065,Maslové sušienky    ,1.19,20.0,snacks/sweet,3
3066,Hrášok extra jemný  ,0.99,20.0,basic/jams-marmelade-honey,3
3067,Zľava Lidl Plus     ,-0.03,20.0,home/plants-garden,3
3068,Mini mrkva          ,0.77,20.0,fruits-veg/vegetable,3
3069,Smotana 30% tuku    ,0.95,20.0,dairy/cream,3
3070,Saláma Lyoner       ,0.79,20.0,meat/smoked,3
3071,Piškóty čereš.150g  ,0.99,20.0,snacks/sweet,3
3072,Kukurica sladká     ,0.99,20.0,basic/canned-fruits-vegetable,3
3073,Cuketa              ,1.5929203539823007,10.0,fruits-veg/vegetable,3
3074,Múka hladká 00 1kg  ,0.59,20.0,basic/sugar-flour-rice,3
3075,Zľava Lidl Plus     ,-0.02,20.0,home/plants-garden,3
3076,Múka polohrubá 1kg  ,0.59,20.0,basic/sugar-flour-rice,3
3077,Jablkový nápoj      ,0.25,20.0,drinks/non-alcoholic,3
3078,Zľava Lidl Plus     ,-0.01,20.0,home/plants-garden,3
3079,MONURAL 3G GRA POR 1X1KS,6.31,10.0,health/medical-supplies,148
3080,DR.MAX HROZNOVY CUKOR S VIT C POMARANC 14TBL,0.99,20.0,health/vitamins-ointments,148
3081,Obaly na karty Diamond Green: Standard (63,2.5,20.0,free-time/toys,149
3082,Dokladová zľava 2.00%,-0.15,20.0,other,149
3083,Brass Birmingham,83.9,20.0,free-time/toys,149
3084,Dokladová zľava 2.00%,-1.68,20.0,other,149
3085,Brass Organizer,30.9,20.0,free-time/toys,149
3086,Dokladová zľava 2.00%,-0.62,20.0,other,149
3087,Obaly na karty Diamond Pink: Tarot (70x120,3.0,20.0,free-time/toys,149
3088,Dokladová zľava 2.00%,-0.12,20.0,other,149
3089,Obaly na karty Diamond Purple: American St,2.5,20.0,free-time/toys,149
3090,Dokladová zľava 2.00%,-0.1,20.0,other,149
3091,Obaly na karty Diamond Yellow: American Mi,2.2,20.0,free-time/toys,149
3092,Dokladová zľava 2.00%,-0.04,20.0,other,149
3093,Kakao prášok 100g   ,8.99,20.0,basic/tea-coffee-soups,56
3094,Sed.zem.lup.sol.100g,1.39,20.0,snacks/salty,56
3095,Kypriaci prášok 12g ,0.3899999999999999,20.0,basic/baking,56
3096,Osie hn. čo.80g     ,1.99,20.0,health/medical-supplies,56
3097,Osie hnie. škor.80g ,1.99,20.0,home/maintenence,56
3098,Hruška Nashi        ,1.39,10.0,fruits-veg/fruit,56
3099,Čipsy-hrachové sol. ,1.99,20.0,snacks/salty,56
3100,BL chlieb viacz.550g,4.99,10.0,pastry/basic,56
3101,NČ Prechladnutie 50g,6.99,20.0,home/office,56
3102,Magne B6 tbl obd 470 mg/5 mg (blis.PVC/Al)1x100 ks,15.59,10.0,health/vitamins-ointments,26
3103,Hansaplast UNIVERSAL Water-resistant náplasť vodeodolná (inov.2021) 1x10 ks,1.59,10.0,health/medical-supplies,26
3104,Muconasal plus aer nao 10ml,5.59,10.0,dairy/joghurts,26
3105,Rolka škoricová     ,0.59,20.0,pastry/sweet,3
3106,Zľava Lidl Plus     ,-0.59,20.0,home/plants-garden,3
3107,Kozmetické vreck.   ,1.15,20.0,home/maintenence,3
3108,Zľava Lidl Plus     ,-0.36,20.0,home/plants-garden,3
3109,370236 Ch pyžamo    ,5.98,20.0,pastry/basic,3
3110,Zľava Lidl Plus     ,-0.31,20.0,home/plants-garden,3
3111,Hubert neal. biel.  ,5.49,20.0,dairy/cheese,3
3112,Zľava Lidl Plus     ,-0.28,20.0,home/plants-garden,3
3113,Zľava Lidl Plus     ,-0.25,20.0,home/plants-garden,3
3114,Zľava Lidl Plus     ,-0.24,20.0,home/plants-garden,3
3115,Muškát žltý         ,4.49,20.0,home/plants-garden,3
3116,Zľava Lidl Plus     ,-0.23,20.0,home/plants-garden,3
3117,Mozartove gule      ,3.99,20.0,basic/instant,3
3118,Zľava Lidl Plus     ,-0.21,20.0,home/plants-garden,3
3119,Tmavé hrozno bezj.  ,1.89,20.0,fruits-veg/fruit,3
3120,Zľava Lidl Plus     ,-0.2,20.0,home/plants-garden,3
3121,Pomaranče           ,2.1929824561403506,20.0,fruits-veg/fruit,3
3122,Zľava Lidl Plus     ,-0.15,20.0,home/plants-garden,3
3123,Parad.pretlak 500g  ,0.99,20.0,basic/canned-fruits-vegetable,3
3124,Zľava Lidl Plus     ,-0.14,20.0,home/plants-garden,3
3125,Zemiaky nesk.2kgB   ,2.69,10.0,fruits-veg/vegetable,3
3126,Jablká Pinova       ,1.6889185580774364,10.0,fruits-veg/fruit,3
3127,Allini Hugo         ,2.49,20.0,basic/sauces,3
3128,Zľava Lidl Plus     ,-0.11,20.0,home/plants-garden,3
3129,Uhorky koren.720ml  ,1.89,20.0,fruits-veg/vegetable,3
3130,Sušienky čok.-kar.  ,1.99,20.0,snacks/sweet,3
3131,Sušienky jahoda     ,1.99,20.0,snacks/sweet,3
3132,Bio banány          ,1.9863013698630132,20.0,fruits-veg/fruit,3
3133,Cibuľa 1kg          ,1.69,10.0,fruits-veg/vegetable,3
3134,"Brav.kabanosy,120g  ",1.79,20.0,meat/meat,3
3135,Kváskový bochník    ,1.69,20.0,pastry/basic,3
3136,Paprika sladká      ,1.39,20.0,fruits-veg/vegetable,3
3137,Brokolica 500g      ,1.39,10.0,fruits-veg/vegetable,3
3138,Burek plnený syrom  ,1.29,20.0,pastry/sweet,3
3139,Náplň č.baza        ,1.09,20.0,pastry/sweet,3
3140,Chipsy vrúbk. sol.  ,1.11,20.0,snacks/salty,3
3141,Náplň gr.jabl.      ,1.09,20.0,snacks/sweet,3
3142,Parenica neúdená    ,1.25,20.0,dairy/cheese,3
3143,Ryž.chipsy paprika  ,0.99,20.0,snacks/salty,3
3144,Zľava Lidl Plus     ,-0.05,20.0,home/plants-garden,3
3145,Kolienka 2-min.     ,0.89,20.0,basic/pasta,3
3146,Bazalka mletá       ,0.29,20.0,basic/spices,3
3147,Šiška čok. orieš.   ,0.79,20.0,snacks/sweet,3
3148,Zľava Lidl Plus     ,-0.03,20.0,home/plants-garden,3
3149,Zľava Lidl Plus     ,-0.02,20.0,home/plants-garden,3
3150,Zľava Lidl Plus     ,-0.01,20.0,home/plants-garden,3
3151,Hot-dog             ,0.62,20.0,frozen/sweet,3
3152,Karfiol             ,1.79,10.0,fruits-veg/vegetable,3
3153,Zemiaky nesk.2kgB   ,2.39,10.0,fruits-veg/vegetable,3
3154,Bio citróny 500g    ,1.79,20.0,fruits-veg/fruit,3
3155,Smotana 12%         ,0.79,20.0,dairy/cream,3
3156,Mature Cheddar      ,2.79,20.0,dairy/cheese,3
3157,Nite neúdené        ,1.39,20.0,dairy/cheese,3
3158,Mrkva voľná         ,1.1952861952861953,20.0,fruits-veg/vegetable,3
3159,Bio Brokolica 500g  ,1.89,10.0,fruits-veg/vegetable,3
3160,Červené pomelo      ,1.99,20.0,fruits-veg/fruit,3
3161,Hrušky 1kg          ,2.19,10.0,fruits-veg/fruit,3
3162,Paprika červená     ,3.6071428571428568,10.0,fruits-veg/vegetable,3
3163,Uhorky šalátové     ,0.89,10.0,fruits-veg/vegetable,3
3164,Čučoriedky 125g     ,0.99,20.0,fruits-veg/fruit,3
3165,Šiška s biel.čok.   ,0.79,20.0,pastry/sweet,3
3166,Banány              ,1.6964285714285712,20.0,fruits-veg/fruit,3
3167,Jablká Golden Del.  ,1.588021778584392,10.0,fruits-veg/fruit,3
3168,Br.rebro z boku,6.499999999999999,10.0,meat/meat,20
3169,KURACIE REZNE,8.205521472392638,10.0,meat/meat,20
3170,Šunka z daniela,11.52173913043478,20.0,meat/meat-products,20
3171,RyZA.1.KG.,2.1,20.0,free-time/books-news-magazines,20
3172,Hrušky Kaiser       ,1.4912280701754388,10.0,fruits-veg/fruit,3
3173,Zemiaky             ,1.2893815635939323,10.0,fruits-veg/vegetable,3
3174,Ruž.hrozno bezjad.  ,3.29,20.0,fruits-veg/fruit,3
3175,Cuketa              ,2.995867768595041,10.0,fruits-veg/vegetable,3
3176,Mana smot.nátierka  ,1.11,20.0,basic/spread,3
3177,Uhorky šalátové     ,0.55,10.0,fruits-veg/vegetable,3
3178,Študentská pečať    ,2.49,20.0,pastry/sweet,3
3179,Chorizo ext. kráj.  ,1.69,20.0,meat/smoked,3
3180,"Gran.Padano,strúh.  ",2.69,20.0,dairy/cheese,3
3181,Parenica neúdená    ,1.25,20.0,dairy/cheese,3
3182,Kečup jemný         ,1.69,20.0,basic/sauces,3
3183,Mozzarella na piz.  ,2.99,20.0,dairy/cheese,3
3184,Mandarínky          ,2.29,20.0,fruits-veg/fruit,3
3185,Ružové paradajky    ,1.9875776397515528,10.0,fruits-veg/vegetable,3
3186,Burek špen.syr      ,0.59,20.0,dairy/cheese,3
3187,Tyčinka z líst. c.  ,0.59,20.0,snacks/sweet,3
3188,Makrónky            ,3.99,20.0,fruits-veg/dried-nuts,3
3189,Kokt.parad.kríčk.   ,1.69,10.0,dairy/lact-free,3
3190,TLACENKA DOMACA SVETLA,8.902439024390244,20.0,pastry/salty,20
3191,022012421000158 ŠKRABOŠKY barevné metali,1.19,20.0,free-time/books-news-magazines,45
3192,081012421000039 ŠKRABOŠKA krajková stříb,5.39,20.0,basic/spices,45
3193,"Denkmit WC blok FS,2x48g                ",1.45,20.0,home/cleaning,16
3194,"ebelin kozm. vatové tyč.,16             ",0.85,20.0,home/maintenence,16
3195,dmBio Espresso de Peru zrnk             ,4.35,20.0,baby/food,16
3196,Balea tek.mydlo 850ml magn.             ,0.95,20.0,drugstore/beauty,16
3197,Profissimo utier.zauber 5 k             ,1.95,20.0,home/decorations,16
