category,product_id,quantity
pastry/sweet,2609,1.0
basic/tea-coffee-soups,2610,1.0
fruits-veg/fruit,2610,1.0
drinks/juice,2610,1.0
fruits-veg/fruit,2611,1.0
free-time/books-news-magazines,2611,1.0
eating,2611,1.0
fruits-veg/vegetable,2612,1.0
home/plants-garden,2612,1.0
basic/canned-fruits-vegetable,2612,1.0
free-time/books-news-magazines,2613,1.0
free-time/other,2613,1.0
basic/pasta,2613,1.0
pastry/salty,2614,20.0
pastry/basic,2614,20.0
basic/sugar-flour-rice,2614,20.0
pastry/salty,2615,2.0
drugstore/beauty,2615,2.0
dairy/joghurts,2615,2.0
pastry/sweet,2616,2.0
dairy/joghurts,2616,2.0
home/decorations,2616,2.0
auto/fuel,2617,2.0
other,2617,2.0
drinks/alcohol,2617,2.0
auto/fuel,2618,1.0
other,2618,1.0
drinks/alcohol,2618,1.0
fruits-veg/fruit,2619,1.0
fruits-veg/vegetable,2619,1.0
drinks/mineral-water,2619,1.0
home/plants-garden,2620,1.0
free-time/books-news-magazines,2620,1.0
fruits-veg/dried-nuts,2620,1.0
drinks/alcohol,2621,1.0
dairy/joghurts,2621,1.0
drinks/wine,2621,1.0
drinks/alcohol,2622,2.0
meat/meat-products,2622,2.0
fruits-veg/fruit,2622,2.0
drinks/alcohol,2623,1.0
dairy/cheese,2623,1.0
drinks/wine,2623,1.0
dairy/milk,2624,2.0
dairy/cheese,2624,2.0
dairy/joghurts,2624,2.0
basic/tea-coffee-soups,2625,1.0
frozen/instant,2625,1.0
home/accessories,2625,1.0
meat/meat,2626,1.0
meat/meat-products,2626,1.0
fashion/clothes,2626,1.0
basic/tea-coffee-soups,2627,1.0
snacks/sweet,2627,1.0
pastry/sweet,2627,1.0
meat/meat,2628,1.0
basic/oil-acid-grease,2628,1.0
home/office,2628,1.0
basic/baking,2629,1.0
home/laundry,2629,1.0
home/cleaning,2629,1.0
basic/baking,2629,1.0
home/cleaning,2629,1.0
home/maintenence,2629,1.0
basic/baking,2629,1.0
home/cleaning,2629,1.0
home/maintenence,2629,1.0
dairy/butter,2630,1.0
pastry/salty,2630,1.0
basic/oil-acid-grease,2630,1.0
dairy/joghurts,2631,2.0
dairy/lact-free,2631,2.0
pastry/salty,2631,2.0
fruits-veg/vegetable,2632,3.0
dairy/cheese,2632,3.0
basic/sugar-flour-rice,2632,3.0
dairy/cheese,2633,2.0
fruits-veg/vegetable,2633,2.0
eating,2633,2.0
meat/meat,2634,1.0
meat/smoked,2634,1.0
meat/meat-products,2634,1.0
meat/smoked,2635,1.0
meat/meat-products,2635,1.0
dairy/joghurts,2635,1.0
dairy/cheese,2636,1.0
fruits-veg/vegetable,2636,1.0
dairy/joghurts,2636,1.0
home/maintenence,2637,1.0
baby/supplies-hygiene,2637,1.0
dairy/cheese,2637,1.0
dairy/cheese,2638,1.0
auto/care,2638,1.0
pastry/sweet,2638,1.0
home/cleaning,2639,1.0
drugstore/hygiene,2639,1.0
home/maintenence,2639,1.0
fruits-veg/vegetable,2640,1.0
dairy/cheese,2640,1.0
snacks/salty,2640,1.0
fruits-veg/vegetable,2641,2.0
dairy/cheese,2641,2.0
free-time/books-news-magazines,2641,2.0
fruits-veg/fruit,2642,1.0
meat/meat-products,2642,1.0
basic/sauces,2642,1.0
fruits-veg/fruit,2643,1.0
drinks/wine,2643,1.0
dairy/joghurts,2643,1.0
fruits-veg/vegetable,2644,1.0
drinks/beer,2644,1.0
basic/spices,2644,1.0
fruits-veg/vegetable,2645,1.0
home/accessories,2645,1.0
basic/sugar-flour-rice,2645,1.0
fruits-veg/vegetable,2646,24.42
home/plants-garden,2646,24.42
drinks/beer,2646,24.42
fruits-veg/vegetable,2646,24.42
home/plants-garden,2646,24.42
drinks/beer,2646,24.42
fruits-veg/vegetable,2646,24.42
home/plants-garden,2646,24.42
drinks/beer,2646,24.42
fruits-veg/fruit,2647,1.0
drinks/alcohol,2647,1.0
meat/meat-products,2647,1.0
fruits-veg/vegetable,2648,1.0
drinks/beer,2648,1.0
dairy/cheese,2648,1.0
basic/spices,2649,1.0
fruits-veg/vegetable,2649,1.0
snacks/sweet,2649,1.0
fruits-veg/vegetable,2650,2.0
meat/deli,2650,2.0
dairy/cheese,2650,2.0
fruits-veg/vegetable,2651,1.0
snacks/sweet,2651,1.0
basic/tea-coffee-soups,2651,1.0
fruits-veg/fruit,2652,1.0
free-time/books-news-magazines,2652,1.0
snacks/sweet,2652,1.0
fruits-veg/vegetable,2653,2.0
basic/sugar-flour-rice,2653,2.0
pastry/salty,2653,2.0
fruits-veg/fruit,2654,1.0
free-time/books-news-magazines,2654,1.0
meat/meat-products,2654,1.0
fruits-veg/fruit,2655,2.0
snacks/sweet,2655,2.0
meat/smoked,2655,2.0
snacks/sweet,2656,1.0
dairy/milk,2656,1.0
health/vitamins-ointments,2656,1.0
fruits-veg/fruit,2657,1.0
fruits-veg/vegetable,2657,1.0
home/plants-garden,2657,1.0
fruits-veg/fruit,2658,3.0
snacks/salty,2658,3.0
free-time/books-news-magazines,2658,3.0
meat/fish,2659,1.0
basic/tea-coffee-soups,2659,1.0
fruits-veg/dried-nuts,2659,1.0
pastry/sweet,2660,1.0
snacks/sweet,2660,1.0
fruits-veg/fruit,2660,1.0
dairy/cheese,2661,1.0
dairy/cream,2661,1.0
basic/baking,2661,1.0
frozen/instant,2662,1.0
drugstore/dental,2662,1.0
dairy/cheese,2662,1.0
drinks/wine,2663,1.0
basic/tea-coffee-soups,2663,1.0
home/maintenence,2663,1.0
meat/fish,2664,2.0
dairy/cheese,2664,2.0
basic/instant,2664,2.0
dairy/cheese,2665,1.0
dairy/milk,2665,1.0
fruits-veg/vegetable,2665,1.0
dairy/cheese,2666,2.0
dairy/milk,2666,2.0
fruits-veg/vegetable,2666,2.0
basic/instant,2667,1.0
basic/sauces,2667,1.0
drinks/alcohol,2667,1.0
dairy/cheese,2668,1.0
dairy/cream,2668,1.0
basic/baking,2668,1.0
pastry/basic,2669,1.0
pastry/salty,2669,1.0
pastry/sweet,2669,1.0
fruits-veg/vegetable,2670,1.0
basic/tea-coffee-soups,2670,1.0
free-time/other,2670,1.0
snacks/sweet,2671,0.709
basic/sugar-flour-rice,2671,0.709
fruits-veg/vegetable,2671,0.709
home/accessories,2672,2.0
home/accessories,2672,2.0
home/maintenence,2672,2.0
home/maintenence,2672,2.0
home/office,2672,2.0
home/office,2672,2.0
pastry/basic,2673,1.0
pastry/other,2673,1.0
basic/instant,2673,1.0
free-time/other,2674,1.0
home/bags,2674,1.0
basic/canned-fish,2674,1.0
pastry/salty,2675,1.0
pastry/basic,2675,1.0
basic/spread,2675,1.0
drugstore/beauty,2676,1.0
home/cleaning,2676,1.0
drinks/non-alcoholic,2676,1.0
home/cleaning,2677,1.0
health/vitamins-ointments,2677,1.0
drinks/beer,2677,1.0
basic/tea-coffee-soups,2678,1.0
drinks/alcohol,2678,1.0
pastry/sweet,2678,1.0
fruits-veg/vegetable,2679,2.0
pastry/salty,2679,2.0
dairy/joghurts,2679,2.0
home/maintenence,2680,1.0
health/vitamins-ointments,2680,1.0
home/accessories,2680,1.0
basic/pasta,2681,1.0
free-time/toys,2681,1.0
pets,2681,1.0
health/medical-supplies,2682,2.0
home/maintenence,2682,2.0
drugstore/hygiene,2682,2.0
other,2683,1.0
home/bags,2683,1.0
pastry/sweet,2683,1.0
home/maintenence,2684,0.672
health/medical-supplies,2684,0.672
drugstore/hygiene,2684,0.672
other,2685,1.0
home/bags,2685,1.0
pastry/sweet,2685,1.0
dairy/cheese,2686,10.0
dairy/joghurts,2686,10.0
drinks/beer,2686,10.0
dairy/cheese,2686,10.0
dairy/joghurts,2686,10.0
drinks/beer,2686,10.0
dairy/cheese,2686,10.0
dairy/joghurts,2686,10.0
drinks/beer,2686,10.0
free-time/books-news-magazines,2687,1.0
home/plants-garden,2687,1.0
basic/baking,2687,1.0
free-time/books-news-magazines,2688,5.0
home/office,2688,5.0
home/plants-garden,2688,5.0
frozen/instant,2689,1.0
pastry/sweet,2689,1.0
drinks/beer,2689,1.0
dairy/joghurts,2690,1.0
snacks/sweet,2690,1.0
health/vitamins-ointments,2690,1.0
fruits-veg/vegetable,2691,1.0
dairy/cheese,2691,1.0
basic/canned-fruits-vegetable,2691,1.0
home/plants-garden,2692,1.0
fruits-veg/dried-nuts,2692,1.0
frozen/fruit-vegetable,2692,1.0
fruits-veg/fruit,2693,1.0
free-time/books-news-magazines,2693,1.0
drinks/alcohol,2693,1.0
fruits-veg/fruit,2694,1.0
fruits-veg/vegetable,2694,1.0
dairy/joghurts,2694,1.0
fruits-veg/fruit,2695,1.0
fruits-veg/vegetable,2695,1.0
snacks/sweet,2695,1.0
fruits-veg/vegetable,2696,1.0
basic/spices,2696,1.0
dairy/cheese,2696,1.0
fruits-veg/vegetable,2697,3.0
dairy/cheese,2697,3.0
free-time/books-news-magazines,2697,3.0
dairy/joghurts,2698,3.0
dairy/cream,2698,3.0
basic/baking,2698,3.0
dairy/milk,2699,2.0
drinks/mineral-water,2699,2.0
dairy/cheese,2699,2.0
dairy/milk,2699,2.0
drinks/mineral-water,2699,2.0
drugstore/dental,2699,2.0
pastry/basic,2700,1.0
meat/meat,2700,1.0
basic/instant,2700,1.0
pastry/basic,2700,1.0
meat/meat,2700,1.0
basic/instant,2700,1.0
meat/smoked,2701,1.0
basic/instant,2701,1.0
fruits-veg/dried-nuts,2701,1.0
dairy/milk,2702,4.0
dairy/cheese,2702,4.0
drinks/non-alcoholic-beer,2702,4.0
home/plants-garden,2703,1.0
free-time/books-news-magazines,2703,1.0
fruits-veg/dried-nuts,2703,1.0
fruits-veg/fruit,2704,1.0
fashion/clothes,2704,1.0
meat/meat-products,2704,1.0
home/plants-garden,2705,4.0
free-time/books-news-magazines,2705,4.0
fruits-veg/dried-nuts,2705,4.0
fruits-veg/fruit,2706,1.0
drinks/alcohol,2706,1.0
eating,2706,1.0
home/plants-garden,2707,1.0
free-time/books-news-magazines,2707,1.0
fruits-veg/dried-nuts,2707,1.0
snacks/salty,2708,2.0
fruits-veg/dried-nuts,2708,2.0
basic/jams-marmelade-honey,2708,2.0
home/plants-garden,2709,1.0
free-time/books-news-magazines,2709,1.0
fruits-veg/dried-nuts,2709,1.0
dairy/milk,2710,1.0
snacks/sweet,2710,1.0
health/vitamins-ointments,2710,1.0
dairy/cheese,2711,13.32
fruits-veg/vegetable,2711,13.32
pastry/basic,2711,13.32
snacks/sweet,2712,1.0
dairy/joghurts,2712,1.0
frozen/instant,2712,1.0
frozen/fruit-vegetable,2713,1.0
snacks/sweet,2713,1.0
dairy/cheese,2713,1.0
fruits-veg/dried-nuts,2714,1.0
frozen/fruit-vegetable,2714,1.0
eating,2714,1.0
fruits-veg/vegetable,2715,1.0
dairy/cheese,2715,1.0
basic/spices,2715,1.0
dairy/joghurts,2716,6.0
dairy/lact-free,2716,6.0
health/vitamins-ointments,2716,6.0
dairy/joghurts,2717,1.0
pastry/sweet,2717,1.0
dairy/lact-free,2717,1.0
dairy/cheese,2718,1.0
drinks/alcohol,2718,1.0
basic/tea-coffee-soups,2718,1.0
dairy/cheese,2719,1.0
fruits-veg/vegetable,2719,1.0
pastry/sweet,2719,1.0
dairy/cheese,2720,1.0
fruits-veg/vegetable,2720,1.0
frozen/instant,2720,1.0
fruits-veg/vegetable,2721,4.0
dairy/cheese,2721,4.0
basic/sugar-flour-rice,2721,4.0
fruits-veg/fruit,2722,2.0
fruits-veg/dried-nuts,2722,2.0
eating,2722,2.0
dairy/cheese,2723,1.0
free-time/books-news-magazines,2723,1.0
fruits-veg/vegetable,2723,1.0
dairy/cream,2724,1.0
basic/spread,2724,1.0
basic/baking,2724,1.0
basic/sauces,2725,1.0
drinks/alcohol,2725,1.0
meat/meat-products,2725,1.0
drinks/beer,2726,1.0
fruits-veg/vegetable,2726,1.0
meat/smoked,2726,1.0
fruits-veg/fruit,2727,1.0
drinks/alcohol,2727,1.0
meat/meat-products,2727,1.0
snacks/salty,2728,1.0
fruits-veg/dried-nuts,2728,1.0
fruits-veg/fruit,2728,1.0
fruits-veg/vegetable,2729,1.0
home/plants-garden,2729,1.0
drinks/mineral-water,2729,1.0
fruits-veg/fruit,2730,2.0
snacks/salty,2730,2.0
drinks/alcohol,2730,2.0
dairy/joghurts,2731,1.0
snacks/sweet,2731,1.0
health/vitamins-ointments,2731,1.0
fruits-veg/fruit,2732,1.0
dairy/cheese,2732,1.0
fruits-veg/vegetable,2732,1.0
drugstore/dental,2733,2.0
drugstore/beauty,2733,2.0
drinks/non-alcoholic,2733,2.0
meat/fish,2734,1.0
dairy/cheese,2734,1.0
basic/canned-fruits-vegetable,2734,1.0
home/plants-garden,2735,1.0
free-time/books-news-magazines,2735,1.0
fruits-veg/dried-nuts,2735,1.0
fruits-veg/vegetable,2736,1.0
dairy/cheese,2736,1.0
pastry/basic,2736,1.0
home/plants-garden,2737,1.0
free-time/books-news-magazines,2737,1.0
fruits-veg/dried-nuts,2737,1.0
fruits-veg/fruit,2738,2.0
drinks/alcohol,2738,2.0
free-time/books-news-magazines,2738,2.0
home/plants-garden,2739,1.0
free-time/books-news-magazines,2739,1.0
fruits-veg/dried-nuts,2739,1.0
fruits-veg/vegetable,2740,1.0
basic/canned-fruits-vegetable,2740,1.0
dairy/cheese,2740,1.0
home/plants-garden,2741,1.0
free-time/books-news-magazines,2741,1.0
fruits-veg/dried-nuts,2741,1.0
fruits-veg/vegetable,2742,3.0
dairy/cheese,2742,3.0
dairy/milk,2742,3.0
fruits-veg/fruit,2743,0.848
fruits-veg/vegetable,2743,0.848
drinks/mineral-water,2743,0.848
fruits-veg/vegetable,2744,0.747
basic/spices,2744,0.747
meat/meat-products,2744,0.747
fruits-veg/vegetable,2744,0.747
basic/spices,2744,0.747
dairy/cheese,2744,0.747
basic/jams-marmelade-honey,2745,1.666
pastry/sweet,2745,1.666
basic/oil-acid-grease,2745,1.666
fruits-veg/vegetable,2746,0.878
basic/canned-fruits-vegetable,2746,0.878
dairy/cheese,2746,0.878
dairy/milk,2747,1.0
drinks/mineral-water,2747,1.0
dairy/cheese,2747,1.0
basic/canned-fruits-vegetable,2748,1.0
fruits-veg/vegetable,2748,1.0
home/office,2748,1.0
fruits-veg/vegetable,2749,1.0
dairy/cheese,2749,1.0
snacks/salty,2749,1.0
fruits-veg/vegetable,2750,2.0
basic/spices,2750,2.0
dairy/cheese,2750,2.0
fruits-veg/vegetable,2750,2.0
dairy/cheese,2750,2.0
basic/spices,2750,2.0
basic/wheat-legumes,2751,1.0
health/vitamins-ointments,2751,1.0
home/maintenence,2751,1.0
eating,2752,2.0
basic/canned-fruits-vegetable,2752,2.0
meat/meat,2752,2.0
basic/tea-coffee-soups,2753,1.0
pastry/sweet,2753,1.0
home/maintenence,2753,1.0
meat/meat,2754,0.99
basic/instant,2754,0.99
pastry/basic,2754,0.99
fruits-veg/vegetable,2755,0.556
home/accessories,2755,0.556
free-time/books-news-magazines,2755,0.556
basic/morning,2756,3.0
baby/food,2756,3.0
basic/jams-marmelade-honey,2756,3.0
meat/meat-products,2757,1.0
dairy/cheese,2757,1.0
pastry/salty,2757,1.0
meat/meat,2758,1.0
meat/meat-products,2758,1.0
basic/spread,2758,1.0
pastry/sweet,2759,1.0
dairy/cheese,2759,1.0
drinks/beer,2759,1.0
meat/meat-products,2760,1.0
meat/meat,2760,1.0
basic/spread,2760,1.0
dairy/cheese,2761,1.0
meat/meat-products,2761,1.0
fruits-veg/vegetable,2761,1.0
basic/spread,2762,2.0
basic/sauces,2762,2.0
meat/meat-products,2762,2.0
basic/pasta,2763,1.0
basic/flavoring,2763,1.0
basic/canned-fish,2763,1.0
basic/baking,2764,1.0
basic/pasta,2764,1.0
drinks/non-alcoholic,2764,1.0
snacks/sweet,2765,1.0
pastry/sweet,2765,1.0
dairy/joghurts,2765,1.0
fruits-veg/vegetable,2766,1.0
basic/spread,2766,1.0
fruits-veg/fruit,2766,1.0
snacks/sweet,2767,1.0
pastry/sweet,2767,1.0
basic/baking,2767,1.0
dairy/cheese,2768,3.0
fruits-veg/vegetable,2768,3.0
frozen/instant,2768,3.0
dairy/cheese,2769,1.0
fruits-veg/vegetable,2769,1.0
meat/smoked,2769,1.0
dairy/cream,2770,1.0
basic/baking,2770,1.0
dairy/joghurts,2770,1.0
pastry/basic,2771,1.0
basic/spread,2771,1.0
pastry/salty,2771,1.0
pastry/sweet,2772,1.0
snacks/sweet,2772,1.0
dairy/joghurts,2772,1.0
dairy/cheese,2773,1.0
dairy/joghurts,2773,1.0
drinks/wine,2773,1.0
dairy/cheese,2774,1.0
drinks/alcohol,2774,1.0
basic/tea-coffee-soups,2774,1.0
snacks/salty,2775,1.0
frozen/fruit-vegetable,2775,1.0
basic/canned-fruits-vegetable,2775,1.0
dairy/cream,2776,1.0
dairy/joghurts,2776,1.0
dairy/lact-free,2776,1.0
dairy/joghurts,2777,1.0
snacks/sweet,2777,1.0
pastry/sweet,2777,1.0
basic/spread,2778,1.0
dairy/cream,2778,1.0
meat/meat-products,2778,1.0
dairy/butter,2779,1.0
dairy/lact-free,2779,1.0
basic/oil-acid-grease,2779,1.0
fruits-veg/vegetable,2780,1.0
dairy/cheese,2780,1.0
basic/tea-coffee-soups,2780,1.0
pastry/sweet,2781,1.0
dairy/joghurts,2781,1.0
meat/fish,2781,1.0
fruits-veg/dried-nuts,2782,1.0
meat/smoked,2782,1.0
basic/baking,2782,1.0
dairy/lact-free,2783,1.0
drugstore/hygiene,2783,1.0
basic/instant,2783,1.0
home/maintenence,2784,1.0
home/decorations,2784,1.0
dairy/joghurts,2784,1.0
home/maintenence,2785,1.0
health/medical-supplies,2785,1.0
home/office,2785,1.0
snacks/salty,2786,1.0
snacks/sweet,2786,1.0
pastry/salty,2786,1.0
auto/fuel,2787,0.455
drinks/alcohol,2787,0.455
free-time/other,2787,0.455
fruits-veg/fruit,2788,1.0
free-time/books-news-magazines,2788,1.0
eating,2788,1.0
fruits-veg/fruit,2789,1.0
free-time/books-news-magazines,2789,1.0
eating,2789,1.0
fruits-veg/fruit,2790,2.0
free-time/books-news-magazines,2790,2.0
eating,2790,2.0
fruits-veg/fruit,2791,1.0
free-time/books-news-magazines,2791,1.0
eating,2791,1.0
fruits-veg/fruit,2792,1.0
free-time/books-news-magazines,2792,1.0
eating,2792,1.0
fruits-veg/fruit,2793,1.0
free-time/books-news-magazines,2793,1.0
eating,2793,1.0
fruits-veg/fruit,2794,1.0
free-time/books-news-magazines,2794,1.0
eating,2794,1.0
home/maintenence,2795,1.0
basic/pasta,2795,1.0
basic/flavoring,2795,1.0
pastry/basic,2796,2.0
dairy/lact-free,2796,2.0
home/office,2796,2.0
basic/canned-fruits-vegetable,2797,37.43
basic/instant,2797,37.43
dairy/cheese,2797,37.43
dairy/cheese,2798,1.0
auto/care,2798,1.0
fruits-veg/vegetable,2798,1.0
snacks/salty,2799,1.0
baby/supplies-hygiene,2799,1.0
snacks/sweet,2799,1.0
basic/canned-fruits-vegetable,2800,1.0
basic/instant,2800,1.0
fruits-veg/vegetable,2800,1.0
fruits-veg/fruit,2801,1.0
home/maintenence,2801,1.0
health/vitamins-ointments,2801,1.0
dairy/cream,2802,1.0
dairy/lact-free,2802,1.0
basic/baking,2802,1.0
dairy/butter,2803,1.0
pastry/salty,2803,1.0
pastry/sweet,2803,1.0
home/accessories,2804,1.0
basic/baking,2804,1.0
free-time/toys,2804,1.0
basic/morning,2805,1.0
basic/wheat-legumes,2805,1.0
basic/canned-fruits-vegetable,2805,1.0
basic/baking,2806,1.0
health/vitamins-ointments,2806,1.0
dairy/joghurts,2806,1.0
snacks/sweet,2807,1.0
dairy/milk,2807,1.0
health/medical-supplies,2807,1.0
basic/baking,2808,1.0
dairy/joghurts,2808,1.0
health/vitamins-ointments,2808,1.0
basic/spices,2809,1.0
dairy/joghurts,2809,1.0
fruits-veg/dried-nuts,2809,1.0
basic/baking,2810,1.0
meat/fish,2810,1.0
baby/supplies-hygiene,2810,1.0
home/maintenence,2811,1.0
drinks/beer,2811,1.0
other,2811,1.0
snacks/sweet,2812,8.0
drinks/wine,2812,8.0
pastry/sweet,2812,8.0
fruits-veg/vegetable,2813,1.05
drinks/beer,2813,1.05
home/laundry,2813,1.05
basic/morning,2814,1.0
home/cleaning,2814,1.0
dairy/butter,2814,1.0
snacks/sweet,2815,1.0
dairy/milk,2815,1.0
home/maintenence,2815,1.0
dairy/joghurts,2816,1.0
dairy/lact-free,2816,1.0
health/medical-supplies,2816,1.0
meat/smoked,2817,1.0
meat/meat-products,2817,1.0
dairy/joghurts,2817,1.0
dairy/cheese,2818,1.312
frozen/instant,2818,1.312
dairy/joghurts,2818,1.312
meat/meat,2819,1.118
drinks/beer,2819,1.118
home/decorations,2819,1.118
dairy/cream,2820,1.0
basic/spread,2820,1.0
basic/baking,2820,1.0
dairy/joghurts,2821,0.352
dairy/lact-free,2821,0.352
dairy/milk,2821,0.352
pastry/basic,2822,2.0
pastry/salty,2822,2.0
basic/instant,2822,2.0
dairy/cheese,2823,0.938
drinks/wine,2823,0.938
dairy/joghurts,2823,0.938
home/office,2824,0.466
home/maintenence,2824,0.466
snacks/sweet,2824,0.466
fruits-veg/fruit,2825,0.71
home/plants-garden,2825,0.71
home/maintenence,2825,0.71
fruits-veg/fruit,2826,1.0
snacks/salty,2826,1.0
free-time/books-news-magazines,2826,1.0
pastry/sweet,2827,2.0
home/decorations,2827,2.0
home/accessories,2827,2.0
pastry/basic,2828,1.0
basic/instant,2828,1.0
pastry/other,2828,1.0
drinks/mineral-water,2829,1.0
drinks/non-alcoholic,2829,1.0
dairy/milk,2829,1.0
dairy/cheese,2830,2.0
fruits-veg/vegetable,2830,2.0
drinks/beer,2830,2.0
dairy/joghurts,2831,2.0
dairy/lact-free,2831,2.0
basic/canned-fruits-vegetable,2831,2.0
dairy/cheese,2832,3.0
drinks/alcohol,2832,3.0
dairy/joghurts,2832,3.0
meat/fish,2833,2.0
meat/deli,2833,2.0
auto/care,2833,2.0
fruits-veg/fruit,2834,2.0
free-time/books-news-magazines,2834,2.0
meat/meat-products,2834,2.0
fruits-veg/vegetable,2835,1.0
home/plants-garden,2835,1.0
basic/sugar-flour-rice,2835,1.0
pastry/basic,2836,2.0
home/accessories,2836,2.0
meat/meat,2836,2.0
dairy/cheese,2837,4.0
snacks/sweet,2837,4.0
dairy/joghurts,2837,4.0
basic/tea-coffee-soups,2838,1.0
snacks/sweet,2838,1.0
pastry/sweet,2838,1.0
drugstore/hygiene,2839,1.0
drinks/alcohol,2839,1.0
dairy/cheese,2839,1.0
basic/spread,2840,2.0
dairy/cheese,2840,2.0
dairy/cream,2840,2.0
basic/sauces,2841,2.0
drinks/alcohol,2841,2.0
meat/meat-products,2841,2.0
fruits-veg/vegetable,2842,1.0
fruits-veg/fruit,2842,1.0
drinks/mineral-water,2842,1.0
dairy/cheese,2843,2.0
basic/spread,2843,2.0
meat/meat-products,2843,2.0
pastry/basic,2844,2.0
basic/instant,2844,2.0
meat/meat,2844,2.0
pastry/basic,2845,2.0
home/accessories,2845,2.0
meat/meat,2845,2.0
fruits-veg/fruit,2846,4.0
free-time/books-news-magazines,2846,4.0
meat/meat-products,2846,4.0
drinks/alcohol,2847,2.0
fruits-veg/fruit,2847,2.0
drinks/juice,2847,2.0
dairy/cheese,2848,8.0
drinks/wine,2848,8.0
eating,2848,8.0
free-time/books-news-magazines,2849,1.0
pastry/other,2849,1.0
fruits-veg/fruit,2849,1.0
home/bags,2850,2.0
other,2850,2.0
pastry/sweet,2850,2.0
home/bags,2850,2.0
other,2850,2.0
pastry/sweet,2850,2.0
home/bags,2850,2.0
other,2850,2.0
pastry/sweet,2850,2.0
home/laundry,2851,0.926
basic/pasta,2851,0.926
drinks/juice,2851,0.926
home/laundry,2851,0.926
basic/pasta,2851,0.926
drinks/juice,2851,0.926
fruits-veg/vegetable,2852,1.309
pastry/basic,2852,1.309
dairy/cheese,2852,1.309
fruits-veg/vegetable,2852,1.309
pastry/basic,2852,1.309
dairy/cheese,2852,1.309
fruits-veg/vegetable,2853,1.0
dairy/cheese,2853,1.0
pastry/basic,2853,1.0
fruits-veg/vegetable,2853,1.0
dairy/cheese,2853,1.0
pastry/basic,2853,1.0
snacks/sweet,2854,1.0
health/sex,2854,1.0
basic/spread,2854,1.0
snacks/sweet,2854,1.0
health/sex,2854,1.0
basic/spread,2854,1.0
dairy/joghurts,2855,1.0
pastry/sweet,2855,1.0
snacks/sweet,2855,1.0
dairy/joghurts,2855,1.0
pastry/sweet,2855,1.0
snacks/sweet,2855,1.0
home/accessories,2856,2.0
pastry/sweet,2856,2.0
home/maintenence,2856,2.0
home/accessories,2856,2.0
pastry/sweet,2856,2.0
home/maintenence,2856,2.0
meat/meat-products,2857,1.502
basic/spread,2857,1.502
drinks/alcohol,2857,1.502
meat/meat-products,2857,1.502
basic/spread,2857,1.502
drinks/alcohol,2857,1.502
fruits-veg/vegetable,2858,2.0
basic/canned-fruits-vegetable,2858,2.0
dairy/cheese,2858,2.0
fruits-veg/vegetable,2858,2.0
basic/canned-fruits-vegetable,2858,2.0
dairy/cheese,2858,2.0
meat/fish,2859,1.0
basic/instant,2859,1.0
basic/canned-fish,2859,1.0
meat/fish,2859,1.0
basic/instant,2859,1.0
basic/canned-fish,2859,1.0
meat/meat-products,2860,1.0
home/plants-garden,2860,1.0
fruits-veg/fruit,2860,1.0
baby/supplies-hygiene,2861,1.0
drinks/wine,2861,1.0
drinks/beer,2861,1.0
baby/supplies-hygiene,2862,1.0
meat/fish,2862,1.0
basic/sauces,2862,1.0
home/cleaning,2863,1.0
home/maintenence,2863,1.0
other,2863,1.0
home/maintenence,2864,1.0
dairy/cheese,2864,1.0
home/office,2864,1.0
baby/food,2865,1.0
baby/fake-food,2865,1.0
dairy/joghurts,2865,1.0
home/office,2866,1.0
free-time/toys,2866,1.0
basic/sauces,2866,1.0
drugstore/beauty,2867,1.0
dairy/joghurts,2867,1.0
drinks/wine,2867,1.0
home/office,2868,1.0
health/vitamins-ointments,2868,1.0
fruits-veg/dried-nuts,2868,1.0
home/maintenence,2869,2.0
home/cleaning,2869,2.0
home/accessories,2869,2.0
baby/food,2870,0.528
meat/meat,2870,0.528
snacks/sweet,2870,0.528
home/maintenence,2871,1.0
drugstore/beauty,2871,1.0
other,2871,1.0
drugstore/beauty,2871,1.0
home/maintenence,2871,1.0
other,2871,1.0
basic/pasta,2872,1.0
snacks/sweet,2872,1.0
pastry/sweet,2872,1.0
home/plants-garden,2873,1.0
free-time/books-news-magazines,2873,1.0
fruits-veg/dried-nuts,2873,1.0
fruits-veg/fruit,2874,0.346
drinks/alcohol,2874,0.346
eating,2874,0.346
home/plants-garden,2875,1.0
free-time/books-news-magazines,2875,1.0
fruits-veg/dried-nuts,2875,1.0
fruits-veg/fruit,2876,1.0
drinks/wine,2876,1.0
fruits-veg/vegetable,2876,1.0
home/plants-garden,2877,2.0
free-time/books-news-magazines,2877,2.0
fruits-veg/dried-nuts,2877,2.0
home/maintenence,2878,2.0
home/cleaning,2878,2.0
drinks/non-alcoholic,2878,2.0
free-time/books-news-magazines,2879,1.54
basic/spread,2879,1.54
home/accessories,2879,1.54
snacks/sweet,2880,1.0
pastry/sweet,2880,1.0
dairy/milk,2880,1.0
snacks/sweet,2881,1.0
pastry/sweet,2881,1.0
fruits-veg/dried-nuts,2881,1.0
basic/pasta,2882,2.0
free-time/books-news-magazines,2882,2.0
basic/instant,2882,2.0
home/plants-garden,2883,1.0
basic/baking,2883,1.0
basic/canned-fish,2883,1.0
dairy/cheese,2884,1.0
drinks/wine,2884,1.0
dairy/joghurts,2884,1.0
dairy/cheese,2885,1.0
fruits-veg/vegetable,2885,1.0
free-time/books-news-magazines,2885,1.0
