id,name,item_type,price,vat_rate,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by,is_overridden,category_id
2801,Čučoriedky 300g (ks),K,4.69,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',17
2802,K.Smotana 16% 400g  ,K,1.19,10.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',15
2803,Tatr. maslo 250g    ,K,1.99,10.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',12
2804,Form.mascarpone500g ,K,4.39,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',7
2805,K.Ovsené vločky 500g,K,0.55,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',65
2806,Linalieskorieškov50g,K,0.79,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',30
2807,Miňonky 50g         ,K,0.45,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',32
2808,Dr.O.vanil.cuk.20g  ,K,0.1899999999999999,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',30
2809,K.mandl.blan.mle100g,K,0.99,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',70
2810,Kypr.prášok 15g     ,K,0.39,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',30
2811,K.vr odp.Z cit 15ks ,K,0.89,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',2
2812,Blanch.myd.Almo.100g,K,0.49,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',32
2813,Petržlen praný      ,K,1.9148936170212765,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',5
2814,Emco mysli 60 g     ,K,0.69,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',65
2815,Kar.burizony 150g   ,K,2.29,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',32
2816,K.Biely jogurt500g  ,K,0.85,10.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',4
2817,Čabaj.klobása 250g  ,K,3.49,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',42
2818,K.Tvaroh polotu 250g,K,0.79,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:55,16,system,b'\x00',20
2819,ZLT MletéBravHov1kg ,K,6.98,10.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:56,16,system,b'\x00',16
2820,Smotana 33% 180ml   ,K,0.95,20.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:56,16,system,b'\x00',15
2821,Milsy jog. čoko145g ,K,0.3899999999999999,10.0,2,175,2024-02-02 18:33:41,2024-02-02 18:33:56,16,system,b'\x00',4
2822,Bageta 300g,K,2.2,20.0,145,176,2024-02-07 08:35:13,2024-02-07 08:35:28,19,system,b'\x00',41
2823,Syr oliva bageta 220g,K,2.2,20.0,145,176,2024-02-07 08:35:13,2024-02-07 08:35:28,19,system,b'\x00',20
2824,Tyčnky líst.ces 200g,K,2.99,20.0,56,154,2024-02-07 08:35:24,2024-02-07 08:35:28,19,system,b'\x00',45
2825,Čučoriedky 125g     ,K,2.39,20.0,56,154,2024-02-07 08:35:24,2024-02-07 08:35:28,19,system,b'\x00',17
2826,Mandarínky          ,K,3.694736842105263,20.0,56,154,2024-02-07 08:35:24,2024-02-07 08:35:28,19,system,b'\x00',17
2827,Maková brioška 100g,K,2.0,20.0,145,176,2024-02-08 13:23:07,2024-02-08 13:23:24,19,system,b'\x00',39
2828,Ražno-pšeničný kváskový chlieb 600g,K,3.3,20.0,145,176,2024-02-08 13:23:07,2024-02-08 13:23:24,19,system,b'\x00',41
2829,Minerál.voda sýt.   ,K,0.5499999999999999,20.0,3,172,2024-02-08 18:06:46,2024-02-08 18:07:01,16,system,b'\x00',3
2830,Záloh. fľaša plast  ,K,0.15,0.0,3,172,2024-02-08 18:06:46,2024-02-08 18:07:01,16,system,b'\x00',20
2831,"Biely jogurt 3,7%   ",K,0.77,10.0,3,172,2024-02-08 18:06:46,2024-02-08 18:07:01,16,system,b'\x00',4
2832,Cottage light       ,K,0.79,20.0,3,172,2024-02-08 18:06:46,2024-02-08 18:07:01,16,system,b'\x00',20
2833,Treska Exklusiv     ,K,1.29,20.0,3,172,2024-02-08 18:06:46,2024-02-08 18:07:02,16,system,b'\x00',38
2834,Banány              ,K,1.686746987951807,20.0,3,172,2024-02-08 18:06:46,2024-02-08 18:07:02,16,system,b'\x00',17
2835,Cibuľa              ,K,1.6883116883116882,10.0,3,172,2024-02-08 18:06:46,2024-02-08 18:07:02,16,system,b'\x00',5
2836,"Rožok bez ""E"" - DA  ",K,0.13,10.0,3,172,2024-02-08 18:06:46,2024-02-08 18:07:02,16,system,b'\x00',41
2837,Schogetten-nugát    ,K,0.85,20.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:34,16,system,b'\x00',20
2838,Schog.-Caramel Br.  ,K,0.85,20.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:34,16,system,b'\x00',52
2839,Schoget.-tm.s orie  ,K,0.85,20.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:35,16,system,b'\x00',27
2840,Karička-tavený syr  ,K,1.59,20.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:35,16,system,b'\x00',14
2841,Kráľovská horčica   ,K,1.09,20.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:35,16,system,b'\x00',13
2842,Červ.jablká 1kg     ,K,1.59,10.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:35,16,system,b'\x00',5
2843,Tavený syr črievko  ,K,1.59,20.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:35,16,system,b'\x00',20
2844,Kaiserka cereálna   ,K,0.16,20.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:35,16,system,b'\x00',41
2845,"Rožok bez ""E"" - DA  ",K,0.13,10.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:35,16,system,b'\x00',41
2846,Banány              ,K,0.9642857142857144,20.0,3,3,2024-02-08 18:07:20,2024-02-08 18:07:35,16,system,b'\x00',17
2847,"Blue Mauritius Gold 0,7l 40%",K,42.9,20.0,146,177,2024-02-08 19:54:07,2024-02-08 19:57:35,12,12,b'\x01',19
2848,"Hubert De Luxe 0,75l 7%",K,5.9,20.0,146,177,2024-02-08 19:54:07,2024-02-08 19:57:51,12,12,b'\x01',21
2849,Osobný odber,K,0.0,20.0,146,177,2024-02-08 19:54:07,2024-02-08 19:57:55,12,12,b'\x01',28
2850,Papierová taška malá,K,0.69,20.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',73
2851,Frosch Aviváž       ,K,3.49,20.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',68
2852,BIO zemiaky batáty  ,K,5.000000000000001,10.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',5
2853,BIO Kaleráb         ,K,1.79,10.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',5
2854,Creme boule Love    ,K,1.29,20.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',32
2855,Matylda čok. 125g   ,K,1.09,20.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',4
2856,CHOCO srdiečka 80g  ,K,7.99,20.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',7
2857,Pravá šunka špec.98%,K,26.89873417721519,20.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',33
2858,Uhorky Beesan       ,K,7.010869565217392,10.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',5
2859,Losos filet s kožou ,K,39.90825688073394,20.0,56,154,2024-02-09 11:26:14,2024-02-09 11:26:28,19,system,b'\x00',38
2860,Himalaya ZP s klinčekom 100             ,K,2.95,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',33
2861,"Vöslauer pom. 1l+0,15zaloh              ",K,1.35,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',47
2862,Detská kúp.soľ 1200g                    ,K,3.95,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',47
2863,"Denkmit WC blok man/kok.,2x             ",K,1.45,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',46
2864,"PURE&FUN 0,33l + 0,15€ zálo             ",K,1.55,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',2
2865,Hami Frozen jab-jah 110g                ,K,1.45,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',50
2866,Kolatch tuba pistácia 45g               ,K,2.45,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',45
2867,Essence i love maskara                  ,K,2.95,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',62
2868,ess rúž na pery                         ,K,3.25,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',45
2869,"Denkmit vlh.utier.monitor,2             ",K,1.95,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',2
2870,dmBio čoko praclíky bezgl.              ,K,2.95,20.0,16,179,2024-02-09 14:11:06,2024-02-09 14:11:27,19,system,b'\x00',50
2871,§ Vratný obal plný PET/ALU              ,K,0.15,0.0,16,179,2024-02-09 14:11:06,2024-06-03 15:20:24,19,system,b'\x00',62
2872,Prosecco DOC Friz.  ,K,3.49,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',43
2873,Zľava Lidl Plus     ,Z,-3.0,20.0,3,5,2024-02-09 18:19:18,2024-02-10 01:12:56,3,system,b'\x00',49
2874,Avokádo             ,K,1.69,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',17
2875,Zľava Lidl Plus     ,Z,-1.4,20.0,3,5,2024-02-09 18:19:18,2024-02-10 01:12:56,3,system,b'\x00',49
2876,Červené pomelo      ,K,2.69,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',17
2877,Zľava Lidl Plus     ,Z,-0.7,20.0,3,5,2024-02-09 18:19:18,2024-02-10 01:12:56,3,system,b'\x00',49
2878,Kuch. utierky XXL   ,K,4.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',2
2879,393064 Drev. mapa   ,K,9.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',18
2880,Sušienky s kakaom   ,K,1.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',32
2881,Sušienky s náplňou  ,K,1.49,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',32
2882,Fusilli cestoviny   ,K,1.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',43
2883,Kytica tulipánov    ,K,6.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:33,3,system,b'\x00',49
2884,Tvaroh jemný hrud.  ,K,0.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',20
2885,Syr Cheddar         ,K,2.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',20
2886,Jablká Jonagold     ,K,1.2874251497005988,10.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',17
2887,Rib Eye Steak       ,K,19.905303030303028,10.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',60
2888,Rump Steak          ,K,16.907216494845358,10.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',31
2889,Roastbeef Steak     ,K,19.892473118279568,10.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',19
2890,Roastbeef Steak     ,K,19.89690721649485,10.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',19
2891,Maslové sušienky    ,K,4.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',32
2892,Pomaranče           ,K,2.1908315565031984,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',17
2893,Pomaranče Premium   ,K,2.6892109500805152,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',17
2894,"Birnen, Conference  ",K,1.995249406175772,10.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',11
2895,Paprika mix         ,K,2.49,10.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',5
2896,Bio javorový sirup  ,K,5.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',59
2897,Tvaroh roztierat.   ,K,1.09,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',20
2898,Lieskovoor. nát.    ,K,2.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',14
2899,Para.omáčk+bazalka  ,K,1.39,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',13
2900,Par. om. Calabrese  ,K,1.29,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',13
2901,Červ.šošovica       ,K,1.19,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',61
2902,436809 Drž./adapté  ,K,2.49,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',30
2903,442245 Prís.brúska  ,K,3.99,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',16
2904,Ementál bloček      ,K,4.29,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',32
2905,Mascarpone Gorgonz  ,K,2.49,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',30
2906,Pesto 190g          ,K,1.19,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',13
2907,Mozzarella na piz.  ,K,2.39,20.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',20
2908,Šalátové srdiečka   ,K,0.99,10.0,3,5,2024-02-09 18:19:18,2024-02-09 18:19:34,3,system,b'\x00',5
2909,#Danone Kostíci Barví,K,0.79,10.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',11
2910,RISO Jahôdka 250g,K,1.39,20.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',66
2911,Makky tvaroh 250g,K,0.97,20.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',20
2912,Tvaroh tučný 250g fó,K,1.09,20.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',20
2913,TERKA piškóty 250g,K,1.19,20.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',32
2914,#Smot.na varen.,K,0.79,20.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',15
2915,Banány voľné,K,1.7877094972067038,20.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',17
2916,Uhorka šalátová kus,K,0.99,10.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',5
2917,Cibuľa žltá voľná,K,1.6932907348242812,10.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',5
2918,Zemiaky Paradiso/Spe,K,1.2881562881562882,10.0,124,145,2024-02-10 19:37:29,2024-02-12 01:13:30,5,system,b'\x00',5
2919,"ebelin kozmetické utier., 2             ",K,1.45,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',2
2920,SQ náplasti 20ks                        ,K,2.55,10.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',35
2921,dmBio chr.musli s bob.ov.               ,K,3.45,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',65
2922,dmBio Det.špal.pizza tyč.80             ,K,1.45,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',34
2923,Balea tek.mydlo 850ml magn.             ,K,0.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',62
2924,Hami Disney Cars kaps jabl              ,K,1.45,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',50
2925,"Balea balz.pery 4,8g med/ďa             ",K,0.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',36
2926,dmBio Ovoc. tyč. jab-hroz 2             ,K,0.7,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',50
2927,Dove SG w Antistress 250ml              ,K,2.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',27
2928,Elmex detska ZP 50ml                    ,K,3.75,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',74
2929,"babylove umývací gél, 500 m             ",K,2.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',47
2930,Curaprox Kids ZK 3ks                    ,K,12.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',74
2931,Dove deo sprej 150ml                    ,K,3.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',27
2932,Pantene šampon 400ml                    ,K,4.45,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',27
2933,Old spice sg original 400ml             ,K,3.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',19
2934,Dixi sampon 250ml                       ,K,1.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',27
2935,Balea tek.mydlo náhr.náp.50             ,K,0.75,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',62
2936,"ebelin vat. tyčinky, 200ks              ",K,1.55,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',27
2937,"SauBär umývacia pena, 250ml             ",K,1.95,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',47
2938,S&S KU recyc.3-vrst. 8x140              ,K,4.25,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',2
2939,Balea sprch.gél Glücks. 300             ,K,0.85,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',62
2940,Hami Daisy ban. jablko 6M 1             ,K,1.45,20.0,16,179,2024-02-10 19:37:37,2024-02-12 01:13:30,5,system,b'\x00',50
2941,Petržlen voľný SF   ,K,2.9867256637168142,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',5
2942,"BIRELL NEALKO 0,5l  ",K,1.09,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',11
2943,Citróny voľné       ,K,1.4906303236797276,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',17
2944,JM Doľany tramín č  ,K,3.99,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',45
2945, ZĽAVA PRE ČLENA                        ,Z,-1.0,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',7
2946,Karfiol kus         ,K,1.99,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',5
2947,"BUDIŠ J.P.1,5l      ",K,0.55,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',1
2948,mlieko čerst.polot  ,K,1.49,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',9
2949,Jablká Pink Lady    ,K,2.992424242424242,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',17
2950, ZĽAVA PRE ČLENA        0.01            ,Z,-1.27,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',7
2951,CLEVER mrkva 1kg    ,K,1.29,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',5
2952,BILLA EMMENT.250g   ,K,2.09,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',2
2953,Kapusta čer.voľná   ,K,1.4912280701754388,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',5
2954,Zemiaky 2kg B       ,K,2.69,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',5
2955,BRAV.STEHNO         ,K,4.191616766467066,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',16
2956,Husacia paštéta     ,K,2.65,20.0,1,137,2024-02-10 19:37:48,2024-02-11 15:48:41,5,system,b'\x00',14
2957, ZĽAVA PRE ČLENA                        ,Z,-0.56,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',7
2958,KR.PARADAJKY 425ml  ,K,1.29,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',5
2959,Moravské mäso       ,K,19.90625,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',16
2960, ZĽAVA PRE ČLENA        0.01            ,Z,-2.88,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',7
2961,Kačacia paštéta     ,K,2.39,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',14
2962, ZĽAVA PRE ČLENA                        ,Z,-0.4,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',7
2963,Billa vajcia 10/L   ,K,2.39,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',24
2964,VAN.CUKOR 5-BAL     ,K,0.85,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',56
2965,Parad.pretl.140g    ,K,0.79,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',5
2966,Mor.del.veggie400g  ,K,1.49,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',22
2967,Hummus orient.200g  ,K,2.39,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',32
2968,SMOT.KYS.RAJO 250   ,K,1.39,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',15
2969, ZĽAVA PRE ČLENA                        ,Z,-0.6,10.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',7
2970,Žuv.Airwaves 64g    ,K,2.89,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',2
2971,Lotus pom.400g      ,K,5.39,20.0,1,137,2024-02-10 19:37:48,2024-02-12 01:13:30,5,system,b'\x00',8
2972,Pšeničná múka hladká špeciál 00-extra T512,K,0.79,20.0,124,145,2024-02-10 19:38:17,2024-02-12 01:13:30,5,system,b'\x00',56
2973,DR.ENSA Mak mletý 10,K,1.99,20.0,124,145,2024-02-10 19:38:17,2024-02-12 01:13:30,5,system,b'\x00',23
2974,TERKA Kuchynské utierky 2ks,K,1.19,20.0,124,145,2024-02-10 19:38:17,2024-02-12 01:13:30,5,system,b'\x00',46
2975,Vajcia zlaté M/10,K,2.09,20.0,124,145,2024-02-10 19:38:17,2024-02-12 01:13:30,5,system,b'\x00',24
2976,#Syr Karicka 100g,K,1.09,20.0,124,145,2024-02-10 19:38:17,2024-02-12 01:13:30,5,system,b'\x00',20
2977,EVO Diesel,K,1.605,20.0,4,180,2024-02-10 19:38:33,2024-02-12 01:13:30,5,system,b'\x00',71
2978,Lavazza káva 250g   ,K,5.29,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:40,5,system,b'\x00',52
2979,ČAJ TEEK.ROOIB.VAN  ,K,1.29,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:40,5,system,b'\x00',52
2980,Pressb.Irš. Oliver  ,K,4.19,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:40,5,system,b'\x00',31
2981,Kukur.s chilli 30g  ,K,0.59,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:40,5,system,b'\x00',54
2982,suš.knoppers 3pack  ,K,1.29,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:40,5,system,b'\x00',32
2983,Dup.par.byl.70g     ,K,0.79,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:40,5,system,b'\x00',2
2984,Gris.rol.sez.90g    ,K,0.89,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',7
2985,Lotus suš.124g      ,K,1.19,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',32
2986,ARAŠ.WASA.LOR.100g  ,K,2.69,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',32
2987,GLADE SVIECKA       ,K,5.19,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',36
2988,KUPÓN 20% ZĽAVA     ,K,0.0,0.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',28
2989,"Mango,pomar.karot.  ",K,2.99,10.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',51
2990, Nálepka 20% zľava      20%             ,Z,-0.6,10.0,1,137,2024-02-11 15:48:25,2024-02-12 01:13:30,5,system,b'\x00',7
2991,ČOK.MERCI MLI.250g  ,K,3.59,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',9
2992,Hyacint cib.        ,K,2.99,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',27
2993,Obl.HORALKY 50g     ,K,0.49,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',32
2994,LÍZANKA KRTKO 10g   ,K,0.29,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',30
2995,PRÁŠKOVÝ CUKOR 1kg  ,K,1.79,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',56
2996,SET POHAROV 6KS     ,K,1.1,20.0,1,137,2024-02-11 15:48:25,2024-02-11 15:48:41,5,system,b'\x00',7
2997,Princezky suš. 80g  ,K,0.89,20.0,56,154,2024-02-12 13:12:56,2024-02-12 13:12:57,13,system,b'\x00',2
2998,"Coca Cola 0,5l      ",K,1.39,20.0,56,154,2024-02-12 13:12:56,2024-02-12 13:12:57,13,system,b'\x00',1
